formula,nelements,radius_mean,radius_mean_wtd,radius_std,radius_std_wtd,radius_range,radius_range_wtd,radius_entropy,radius_entropy_wtd,mass_mean,mass_mean_wtd,mass_std,mass_std_wtd,mass_range,mass_range_wtd,mass_entropy,mass_entropy_wtd,valence_mean,valence_mean_wtd,valence_std,valence_std_wtd,valence_range,valence_range_wtd,valence_entropy,valence_entropy_wtd,electronnegativity_mean,electronnegativity_mean_wtd,electronnegativity_std,electronnegativity_std_wtd,electronnegativity_range,electronnegativity_range_wtd,electronnegativity_entropy,electronnegativity_entropy_wtd,firstionization_mean,firstionization_mean_wtd,firstionization_std,firstionization_std_wtd,firstionization_range,firstionization_range_wtd,firstionization_entropy,firstionization_entropy_wtd,shell_range,d_mean,d_ratio,d_unfill,Tc
V0.747Ga0.131Al0.122,3,1.323333333,1.32032,0.085764536,0.052783497,0.21,0.82622,1.096512595,0.741051817,49.21566667,50.479191,17.49158732,10.77176234,42.741,34.76187,1.032070199,0.700377976,3.666666667,4.494,0.942809042,0.869461903,2,3.369,1.067089519,0.57108478,1.683333333,1.65114,0.08993825,0.062018549,0.2,1.02119,1.097201304,0.756559114,6.243766667,6.5555873,0.355316763,0.327548169,0.7604,4.3091438,1.097013495,0.700973572,1,3.551,0.611819435,5.229,11.7
V0.75Ge0.15Al0.1,3,1.326666667,1.3175,0.081785628,0.049180789,0.2,0.847,1.096715041,0.731065473,50.188,51.8007,18.64742392,11.2823435,45.658,35.5083,1.026401516,0.706353864,4,4.65,0.816496581,0.653834842,2,3.45,1.077556327,0.614523739,1.75,1.685,0.184028983,0.136656504,0.4,1.0615,1.093204602,0.765052697,6.877133333,6.84314,0.786690915,0.497899577,1.9136,4.46107,1.092109656,0.740010847,1,3.75,0.609756098,5.25,11.7
Th1.4Lu0.3C3,3,1.433333333,1.138085106,0.46991725,0.489235784,1.03,0.425744681,1.038844054,0.943541271,139.672,87.95240426,93.22829667,101.7272899,220.027,61.45110638,0.793767166,0.664111768,8.333333333,4.829787234,6.12825877,3.177843166,13,1.468085106,0.848676555,1.01771737,1.706666667,2.095957447,0.596452476,0.603199482,1.28,1.546595745,1.041032745,0.634163934,7.6643,9.412351064,2.568055576,2.463148797,5.8344,6.841091489,1.045189518,0.649088682,5,0.659574468,0.136563877,3.531914894,11.7
V0.77Si0.21Al0.02,3,1.306666667,1.2907,0.106562449,0.06409766,0.26,0.9878,1.095264426,0.588334121,35.33666667,45.66304,11.04383766,9.660099786,23.96,38.6857,1.052347706,0.447348321,4,4.75,0.816496581,0.476969601,2,3.79,1.077556327,0.531866695,1.713333333,1.6863,0.132245563,0.110214836,0.29,1.2229,1.095682489,0.636427125,6.961233333,7.026147,0.897203137,0.589944229,2.1659,5.074858,1.090396606,0.636713929,1,2.31,0.486315789,16.17,11.7
Pb1Mo6S6O2,4,1.2025,1.164666667,0.401645055,0.279782455,1.09,0.456,1.328689565,1.148925291,87.806,67.15653333,75.14106614,49.80809266,191.201,36.2508,1.025063851,1.07075392,5.5,5.866666667,0.866025404,0.498887652,2,2.133333333,1.373003913,1.143502487,2.6275,2.51,0.492309608,0.410414425,1.28,0.876666667,1.36948938,1.215323893,9.6218,9.291153333,2.635132032,2.263039353,6.5257,3.649553333,1.349852717,1.197501031,4,2.666666667,0.357142857,6,11.7
C0.98Nb1,2,1.1,1.103333333,0.33,0.329983165,0.66,0.341111111,0.647446639,0.644563918,52.4585,52.86706061,40.4475,40.44543651,80.895,40.97738384,0.355782533,0.351604748,4.5,4.505050505,0.5,0.499974492,1,0.545454545,0.686961577,0.685799439,2.075,2.07020202,0.475,0.474975767,0.95,0.454040404,0.66671222,0.668899532,9.0096,8.986865657,2.2507,2.250585177,4.5014,2.159693939,0.661611412,0.663986552,3,2.02020202,0.448430493,3.03030303,11.68
Nb0.15Mo0.85C1,3,1.186666667,1.07025,0.29601051,0.300769742,0.66,0.47075,1.065153023,0.931037814,66.959,53.75645,38.87410241,41.75257102,83.949,34.7775,0.877976085,0.71923452,5,4.925,0.816496581,0.958840446,2,2.175,1.085188613,0.902847837,2.103333333,2.313,0.389900272,0.275972825,0.95,1.155,1.081045719,0.848583165,8.370533333,9.1513375,2.047904474,2.110642851,4.5014,5.1232325,1.069987652,0.824914005,3,2.425,0.492385787,4.7,11.673
Fe1.02Te0.5Se0.3S0.2,4,1.2125,1.252376238,0.14411367,0.119281251,0.39,0.523168317,1.379313895,1.179660519,73.6175,74.68460396,35.30270749,32.47861971,95.535,28.40940594,1.272075057,1.156654632,6.5,7.00990099,0.866025404,0.999950984,2,3.445544554,1.377819508,1.117760696,2.265,2.078019802,0.315,0.298686961,0.75,0.668613861,1.376462789,1.27492864,9.2561,8.694538614,0.916266179,0.884447199,2.4576,2.964578218,1.381326206,1.257144356,2,6.99009901,0.637184116,2.01980198,11.64
Mo0.6Re0.4,2,1.365,1.364,0.005,0.004898979,0.01,0.268,0.693140472,0.673718649,141.0835,132.0588,45.1235,44.21182016,90.247,16.9068,0.641090046,0.684929472,6.5,6.4,0.5,0.489897949,1,0.8,0.690185676,0.685314207,2.03,2.056,0.13,0.127373467,0.26,0.536,0.691095254,0.658769038,7.46295,7.38884,0.37055,0.36306337,0.7411,1.12204,0.691914016,0.681572323,2,5,0.416666667,5,11.633333
Nb80Ga17Fe3,3,1.296666667,1.3886,0.094633797,0.082861571,0.21,1.1068,1.095989977,0.540596672,72.82466667,87.85306,15.28822384,10.34601769,37.061,72.64945,1.076799028,0.487233181,5.333333333,4.75,2.054804668,0.942072184,5,3.76,1.0239288,0.535141713,1.746666667,1.6426,0.10402991,0.085259838,0.23,1.2251,1.096812793,0.621701412,6.886866667,6.664073,0.782188811,0.358223778,1.9031,5.170048,1.092200899,0.575538229,2,5.08,0.787596899,4.92,11.6
Li0.18Zr1N1Cl1,4,1.2025,1.120628931,0.37298626,0.377220363,0.9,0.417106918,1.336014501,1.232109857,36.90625,44.63313836,33.07121769,32.93155276,84.283,28.29390566,1.007229474,0.900800324,4.25,5.088050314,2.165063509,1.571697987,6,2.144654088,1.232405223,1.12091594,2.1275,2.423396226,0.981258758,0.885471718,2.18,0.938238994,1.274574047,1.12215493,9.881825,11.03965597,3.933062081,3.594225195,9.1424,4.265281132,1.304802136,1.147030303,3,0.628930818,0.123609394,7.547169811,11.6
Nb0.9W0.1C1,3,1.19,1.097,0.297993289,0.327247613,0.66,0.575,1.064858509,0.853569538,96.25233333,57.0052,70.18879194,48.95490465,171.829,35.8022,0.78458586,0.758734281,5,4.55,0.816496581,0.589491306,2,1.95,1.085188613,0.888820528,2.17,2.113,0.410446911,0.465790726,0.95,1.157,1.079870133,0.83279444,8.627733333,9.064855,1.915396729,2.207925456,4.5014,5.23695,1.074668028,0.798330117,4,2,0.380952381,3.3,11.6
Y2C2Br0.5I1.5,4,1.2425,1.2725,0.375591201,0.427417146,1.04,0.510833333,1.340946754,1.214449766,76.93125,72.02366667,41.42507237,45.31720237,114.893,27.72233333,1.200727392,1.107307298,5.25,4.666666667,1.785357107,1.699673171,4,1.166666667,1.326248324,1.315768805,2.3475,2.168333333,0.668033495,0.678967762,1.74,0.603333333,1.340375449,1.290764313,9.935675,9.423175,2.200804778,2.300305452,5.5965,2.76895,1.359401973,1.291387444,3,3.666666667,0.458333333,6,11.6
Th1.2Lu0.8C3,3,1.433333333,1.1708,0.46991725,0.491356653,1.03,0.1852,1.038844054,1.075761182,139.672,90.89044,93.22829667,98.21217129,220.027,48.48252,0.793767166,0.863835243,8.333333333,6.08,6.12825877,4.765878723,13,1.76,0.848676555,1.018219405,1.706666667,2.0452,0.596452476,0.618321082,1.28,1.3268,1.041032745,0.733369306,7.6643,9.137932,2.568055576,2.613646212,5.8344,5.888036,1.045189518,0.744703007,5,0.64,0.105263158,4.8,11.6
Ho0.5Y0.5Ni2B2C1,5,1.286,1.12,0.443693588,0.359119293,1.04,0.288333333,1.548753635,1.498490324,67.0702,46.32283333,57.13166055,44.62065591,154.119,17.5625,1.235985914,1.352121602,6.6,6.333333333,4.127953488,3.704351795,10,3.083333333,1.420536539,1.295867961,1.79,1.945833333,0.508527285,0.388361051,1.33,0.578333333,1.568787796,1.374522366,7.88738,8.209216667,1.89088177,1.546515614,5.2388,2.264208333,1.582008839,1.412217398,4,2.75,0.434210526,2.75,11.6
Y1Ni1.8Cu0.2B2C1,5,1.188,1.124333333,0.37472123,0.365656335,1.04,0.332333333,1.560677566,1.436112351,46.7934,40.14926667,30.66029884,30.60200535,78.095,15.60606667,1.363103179,1.250459441,6.2,5.533333333,3.544009029,3.253032773,8,2.633333333,1.448840427,1.293126112,1.924,1.944666667,0.424669283,0.389937887,1.33,0.616666667,1.584058059,1.407451578,8.22836,8.22842,1.663745109,1.523189628,5.043,2.508453333,1.589834289,1.428971277,3,2.9,0.524096386,2.1,11.55
Mo0.62Re0.38,2,1.365,1.3638,0.005,0.004853864,0.01,0.3226,0.693140472,0.664903504,141.0835,130.25386,45.1235,43.80467041,90.247,11.26346,0.641090046,0.689403705,6.5,6.38,0.5,0.485386444,1,1.06,0.690185676,0.679281023,2.03,2.0612,0.13,0.126200475,0.26,0.6172,0.691095254,0.647620656,7.46295,7.374018,0.37055,0.359719894,0.7411,1.420558,0.691914016,0.674474875,2,5,0.427350427,5,11.5
C1.45V0.1Y0.9,3,1.3,1.174489796,0.424813685,0.496041725,1.04,0.611020408,1.043247165,0.830808826,50.61966667,41.84716327,31.39307971,36.65691702,76.895,30.58008163,0.880510668,0.643759409,4,3.673469388,0.816496581,0.549127512,2,2.163265306,1.077556327,0.804915453,1.8,2.023877551,0.556117494,0.638390247,1.33,1.442653061,1.051950521,0.664926808,8.0746,9.223520408,2.262954878,2.454701426,5.043,6.388904082,1.061169326,0.685291679,3,0.489795918,0.133333333,3.591836735,11.5
C1.45Y1,2,1.29,1.194489796,0.52,0.511153403,1.04,0.283061224,0.609544933,0.664800321,50.4585,43.39671429,38.4475,37.7934047,76.895,29.17961224,0.364965048,0.445924123,3.5,3.591836735,0.5,0.491493656,1,1.142857143,0.682908105,0.641636632,1.885,2.007142857,0.665,0.653686563,1.33,1.01122449,0.629558791,0.560230979,8.7388,9.201932653,2.5215,2.478602509,5.043,4.126585714,0.650921527,0.588919658,3,0.408163265,0.113636364,3.673469388,11.5
K0.26Zr1N1Cl1,4,1.39,1.190245399,0.603033996,0.480114954,1.57,0.309754601,1.292345639,1.309194594,44.9455,46.27284663,28.38657762,31.29193882,77.217,24.86457669,1.195043829,1.046944347,4.25,4.987730061,2.165063509,1.676205655,6,2.067484663,1.232405223,1.1365864,2.0875,2.375214724,1.029304984,0.923311151,2.34,0.90392638,1.256104332,1.134319352,9.619075,10.81723374,4.246840086,3.79074099,10.1934,4.112122086,1.283539395,1.157637011,3,0.613496933,0.12300123,7.36196319,11.5
Nb2.73Ti0.27Al1,3,1.436666667,1.43135,0.00942809,0.005017719,0.02,0.8781,1.098590789,0.791030433,55.91833333,73.3848675,27.50892486,29.0231521,65.924,60.1773225,0.979009749,0.483151883,4,4.4325,0.816496581,0.863390844,2,3.1425,1.077556327,0.672409882,1.583333333,1.59845,0.030912062,0.016297162,0.07,0.98805,1.09842088,0.78528957,6.524266667,6.570296,0.381800055,0.337894461,0.8423,4.1520525,1.096875427,0.77168074,2,2.865,0.646362098,5.175,11.5
Mo1B0.05C0.82,3,0.986666667,1.087112299,0.265120518,0.292721333,0.59,0.705080214,1.064150494,0.711531332,39.594,56.87142781,39.85979149,41.90778119,85.149,51.02644385,0.622212861,0.339956093,4.333333333,5.042780749,1.247219129,1.038452556,3,3.128342246,1.057905425,0.720872211,2.25,2.327807487,0.217715411,0.197286418,0.51,1.100534759,1.09400333,0.787887948,8.883566667,8.952270588,1.751192707,2.048693586,4.1679,4.7158,1.079599562,0.783671782,3,2.673796791,0.530222694,8.021390374,11.5
Y1.8V0.2C2.9,3,1.3,1.174489796,0.424813685,0.496041725,1.04,0.611020408,1.043247165,0.830808826,50.61966667,41.84716327,31.39307971,36.65691702,76.895,30.58008163,0.880510668,0.643759409,4,3.673469388,0.816496581,0.549127512,2,2.163265306,1.077556327,0.804915453,1.8,2.023877551,0.556117494,0.638390247,1.33,1.442653061,1.051950521,0.664926808,8.0746,9.223520408,2.262954878,2.454701426,5.043,6.388904082,1.061169326,0.685291679,3,0.489795918,0.133333333,3.87755102,11.5
Nb3Au0.7Pt0.3,3,1.416666667,1.428,0.026246693,0.014177447,0.06,0.969,1.098439979,0.711336762,161.6523333,118.780025,48.61707644,44.8172027,104.061,55.0482,1.048847432,0.9298689,8.666666667,6.425,2.624669291,2.478784985,6,3,1.048485442,0.926102415,2.14,1.8155,0.396316372,0.37798115,0.94,1.029,1.080785317,0.840711635,8.314366667,7.35554,1.105261047,1.035217338,2.4666,4.3972725,1.089468667,0.808004858,2,5.425,0.546599496,4.575,11.5
V0.767Ga0.18Al0.053,3,1.323333333,1.30783,0.085764536,0.047887275,0.21,0.93665,1.096512595,0.662845033,49.21566667,53.0527,17.49158732,9.458432391,42.741,37.642468,1.032070199,0.663684628,3.666666667,4.534,0.942809042,0.845484476,2,3.676,1.067089519,0.512537074,1.683333333,1.66134,0.08993825,0.069792581,0.2,1.16488,1.097201304,0.685917818,6.243766667,6.5714568,0.355316763,0.317056109,0.7604,4.857088,1.097013495,0.631282369,1,4.101,0.647458162,5.369,11.5
V3Ga0.937In0.063,3,1.39,1.3014575,0.174547033,0.059264245,0.41,0.9643275,1.090875901,0.618410915,78.49433333,56.34749625,26.80470183,10.84753082,63.876,36.3981165,1.041785749,0.732766452,3.666666667,4.5,0.942809042,0.866025404,2,3.70275,1.067089519,0.489751801,1.74,1.6745275,0.078740079,0.077209952,0.18,1.194465,1.097578091,0.645961935,6.1773,6.556121825,0.411555594,0.330239388,0.9598,4.9685142,1.09641853,0.589530527,2,4.75,0.678571429,5.25,11.5
Mo0.84Hf0.16C1,3,1.23,1.081,0.335360503,0.315291928,0.79,0.4464,1.058841037,0.954003381,95.487,60.5879,67.9655901,53.07944907,166.479,34.2977,0.794115576,0.840910644,4.666666667,4.84,0.942809042,0.987117014,2,2.2,1.078992208,0.884599055,2.003333333,2.2862,0.522196217,0.345386103,1.25,1.171,1.062718364,0.833009437,8.3926,9.154966,2.030704277,2.106473984,4.4352,5.084142,1.070615838,0.832456027,4,2.26,0.379194631,3.38,11.5
Nb0.8Ga0.17Cr0.03,3,1.3,1.3889,0.092736185,0.08233948,0.21,1.1065,1.09610426,0.541260917,71.54166667,87.73759,16.75087433,10.71742199,40.91,72.76492,1.071173101,0.48261763,4.666666667,4.69,1.247219129,0.783517709,3,3.82,1.060944241,0.502125972,1.69,1.6375,0.088317609,0.078732141,0.21,1.2302,1.097257067,0.61290847,6.508233333,6.629996,0.359883586,0.285436786,0.7672,5.204125,1.097062291,0.560973987,2,5.05,0.79029734,4.95,11.5
V2.883W0.117Ga1,3,1.303333333,1.2964625,0.062360956,0.04493452,0.15,0.9113175,1.097459969,0.674996587,101.5016667,59.5245165,58.72468159,23.04629784,132.898,31.3391265,0.941319858,0.874863152,4.666666667,4.52925,1.247219129,0.898690401,3,3.42825,1.060944241,0.605601824,1.933333333,1.6963525,0.310519278,0.138869258,0.73,1.1057925,1.086004739,0.737202193,6.869833333,6.59217065,0.766263846,0.390239746,1.8647,4.63230165,1.092427686,0.678425967,3,4.77925,0.642480255,5.22075,11.5
Mo0.9Zr0.1C1,3,1.243333333,1.077,0.348743777,0.311192866,0.83,0.532,1.05664037,0.882026626,66.39833333,53.7487,38.50622412,41.74978967,83.949,38.6208,0.878837056,0.630071766,4.666666667,4.9,0.942809042,0.994987437,2,2.5,1.078992208,0.824707335,2.013333333,2.3135,0.508745734,0.294843603,1.22,1.2085,1.065000069,0.794715585,8.328866667,9.153425,2.081270702,2.109118837,4.6264,5.298455,1.068740515,0.786519682,3,2.35,0.479591837,3.05,11.5
Sr0.4K0.6Bi1O3,4,1.6575,1.1504,0.637235239,0.637642408,1.61,0.224,1.301603141,1.345702898,87.92425,63.09676,74.51817136,75.52832146,192.981,37.10424,1.040324013,0.99665799,3.5,4.88,2.061552813,1.795995546,5,3.48,1.197340134,0.752416288,1.8075,2.6424,1.051270065,1.042521098,2.62,1.988,1.223215463,0.704698367,7.734825,10.604456,3.55303062,3.780032677,9.2774,7.715268,1.288806127,0.756840703,4,2,0.20661157,0,11.421667
V0.75Ge0.1875Al0.0625,3,1.326666667,1.31,0.081785628,0.046636895,0.2,0.900625,1.096715041,0.700638563,50.188,53.512875,18.64742392,10.84187726,45.658,36.520125,1.026401516,0.69777889,4,4.6875,0.816496581,0.582961191,2,3.5625,1.077556327,0.600482908,1.75,1.7,0.184028983,0.148996644,0.4,1.121875,1.093204602,0.73841842,6.877133333,6.9149,0.786690915,0.506980266,1.9136,4.6855375,1.092109656,0.716426456,1,4.125,0.628571429,5.25,11.4
Nb3Rh0.02Au0.98,3,1.406666667,1.43205,0.04027682,0.007231701,0.09,1.06575,1.098199645,0.586918298,130.9263333,118.450945,46.87591592,44.7323737,104.061,69.16497,1.038046932,0.701579333,8.333333333,6.49,2.494438258,2.584550251,6,3.705,1.050913475,0.716356,2.14,1.8337,0.396316372,0.405189227,0.94,1.1886,1.080785317,0.675811035,7.814433333,7.366717,1.03789269,1.060007928,2.4666,5.0318805,1.089940142,0.646480567,2,5.49,0.553427419,4.51,11.4
Li2.6Ti1.7O4,3,1.21,1.091204819,0.389957263,0.416619782,0.86,0.179156627,1.041032463,1.07538473,23.60233333,19.68873494,17.55168325,14.83562049,40.926,7.629795181,0.828440899,0.957649371,3.666666667,4.024096386,2.054804668,2.178625098,5,2.578313253,0.916464886,0.760271605,1.986666667,2.280240964,1.052784667,1.135798616,2.46,1.350843373,0.963733547,0.775353522,8.612633333,9.65043253,3.587648594,3.860000021,8.2264,5.164413253,1.016224791,0.847162084,2,0.409638554,0.101796407,3.277108434,11.4
Mo0.8Hf0.2C1,3,1.23,1.085,0.335360503,0.32003906,0.79,0.388,1.058841037,0.992648988,95.487,62.2385,67.9655901,55.38680193,166.479,32.3785,0.794115576,0.88191033,4.666666667,4.8,0.942809042,0.979795897,2,2,1.078992208,0.918427785,2.003333333,2.269,0.522196217,0.3716571,1.25,1.145,1.062718364,0.855378879,8.3926,9.14962,2.030704277,2.112033618,4.4352,4.94764,1.070615838,0.855497092,4,2.2,0.35483871,3.6,11.4
V0.741Ga0.152Al0.107,3,1.323333333,1.31657,0.085764536,0.052942753,0.21,0.82511,1.096512595,0.746974414,49.21566667,51.232992,17.49158732,10.72177228,42.741,34.860948,1.032070199,0.713079377,3.666666667,4.482,0.942809042,0.876171216,2,3.384,1.067089519,0.578708388,1.683333333,1.65522,0.08993825,0.065814524,0.2,1.03556,1.097201304,0.763691861,6.243766667,6.5513084,0.355316763,0.329666799,0.7604,4.3584536,1.097013495,0.70815142,1,3.743,0.623625458,5.187,11.4
Na2Cs1C60,3,1.78,0.836349206,0.77386476,0.3060776,1.88,0.691269841,0.99473941,0.456495079,55.96866667,14.27849206,54.58653161,15.18798624,120.894,10.70920635,0.645963839,0.612158381,2,3.857142857,1.414213562,0.638876565,3,3.793650794,0.867563228,0.074379814,1.423333333,2.470634921,0.7987212,0.355223484,1.76,2.416031746,0.952005706,0.096597667,6.764433333,10.94904921,3.219445457,1.39783718,7.3664,10.6622873,0.991404407,0.112234092,4,0,0,0,11.328571
Tc0.9V0.1,2,1.34,1.356,0.02,0.012,0.04,1.092,0.693035793,0.319210164,74.471,93.2942,23.529,14.1174,47.058,83.1058,0.642370015,0.211853405,6,6.8,1,0.6,2,5.8,0.679193266,0.262674215,1.765,1.873,0.135,0.081,0.27,1.547,0.690219172,0.29560291,7.0131,7.22662,0.2669,0.16014,0.5338,5.87738,0.692422825,0.310225465,2,4.8,0.705882353,5.2,11.32
C6Ca1,2,1.37,0.941428571,0.6,0.419912527,1.2,0.378571429,0.593915873,0.609961601,26.0445,16.02057143,14.0335,9.821404087,28.067,4.569714286,0.539983578,0.651895709,3,3.714285714,1,0.699854212,2,3.142857143,0.636514168,0.271189373,1.775,2.328571429,0.775,0.542387014,1.55,2.042857143,0.594542515,0.230665214,8.68675,10.525,2.57355,1.801109808,5.1471,8.778371429,0.64859609,0.285976446,2,0,0,0,11.303
V0.75Ge0.13Al0.12,3,1.326666667,1.3215,0.081785628,0.050027492,0.2,0.8301,1.096715041,0.736989071,50.188,50.88754,18.64742392,11.4057548,45.658,34.96866,1.026401516,0.70302425,4,4.63,0.816496581,0.687822652,2,3.39,1.077556327,0.614900672,1.75,1.677,0.184028983,0.128883668,0.4,1.0293,1.093204602,0.769073172,6.877133333,6.804868,0.786690915,0.488698451,1.9136,4.341354,1.092109656,0.74306542,1,3.55,0.598650927,5.25,11.3
N0.7Nb1,2,1.065,1.129411765,0.365,0.359271658,0.73,0.552941176,0.633210245,0.567985077,53.4565,60.41817647,39.4495,38.83037614,78.899,48.883,0.388307977,0.31499406,5,5,0,0,0,0.882352941,0.693147181,0.677494404,2.32,2.192941176,0.72,0.708700258,1.44,0.310588235,0.644185777,0.683083721,10.6465,9.960452941,3.8876,3.82658767,7.7752,2.008805882,0.62491214,0.672669981,3,2.352941176,0.470588235,3.529411765,11.3
Nb1N1.34O0.27,3,0.93,0.975555556,0.353930313,0.358344664,0.77,0.479616858,1.030499731,0.878019927,40.97066667,44.44257088,36.73282957,38.19900504,78.899,33.94109962,0.724466075,0.595024338,5.333333333,5.103448276,0.471404521,0.304543478,1,1.946360153,1.094780226,0.969684056,2.693333333,2.529655172,0.790161727,0.74201256,1.84,1.204904215,1.052006413,0.917348911,11.63703333,11.46033755,3.469572751,3.714987735,7.7752,6.053182759,1.049930382,0.873143201,3,1.53256705,0.3003003,6.896551724,11.3
Mo0.6W0.4C1,3,1.166666667,1.067,0.280515399,0.297020201,0.6,0.134,1.067557529,1.084515537,97.27033333,71.5615,70.15501427,66.88056054,171.829,30.7625,0.788127679,0.91641621,5.333333333,5,0.942809042,1,2,0.8,1.08219553,1.076818667,2.356666667,2.395,0.159234279,0.169779268,0.39,0.803,1.096325367,1.009397545,8.7389,9.33067,1.810512839,1.948054395,4.1679,4.05735,1.07785087,0.942032276,4,2.3,0.294871795,3.9,11.3
Ba0.9K0.1Bi0.4Pb0.6O3,5,1.68,1.166,0.574525891,0.642,1.61,0.3506,1.541750664,1.406575233,121.7208,76.68262,81.44696578,79.65003818,192.981,24.08204,1.341816052,1.369092308,3.6,4.86,1.854723699,1.624930768,5,3.58,1.460970748,0.87188094,1.9,2.6818,0.975438363,1.020801038,2.62,2.0476,1.475006848,0.806005057,7.57456,10.668632,3.245728001,3.68308708,9.2774,8.084046,1.525379325,0.823245065,4,2,0.207039337,0,11.3
Y1.8Si0.2C2.7,3,1.25,1.185319149,0.428330091,0.498546189,1.04,0.643404255,1.040058478,0.814722065,43.001,42.14419149,33.11649312,36.97944107,76.895,32.85395745,0.809508138,0.569629283,3.666666667,3.617021277,0.471404521,0.486113177,1,2.127659574,1.090059659,0.796322888,1.89,2.012978723,0.543016267,0.637995247,1.33,1.384042553,1.056325185,0.699422531,8.5431,9.196657447,2.07731521,2.427435834,5.043,6.121802128,1.069288105,0.720977813,3,0.382978723,0.105882353,10.34042553,11.3
V2.7Cr0.3Si1,3,1.246666667,1.27725,0.061282588,0.064536327,0.15,0.79725,1.09740173,0.780482601,43.67466667,45.30705,11.0312473,9.946348134,23.91,30.48615,1.064197899,0.70938113,5,4.825,0.816496581,0.54256336,2,2.925,1.085188613,0.797436485,1.73,1.69975,0.12083046,0.11587682,0.27,0.97575,1.096208644,0.829280206,7.221466667,7.0990975,0.657826504,0.607743222,1.4055,4.0461975,1.094544221,0.831691471,1,2.4,0.497409326,5.475,11.3
Si1V2.7Cr0.3,3,1.246666667,1.27725,0.061282588,0.064536327,0.15,0.79725,1.09740173,0.780482601,43.67466667,45.30705,11.0312473,9.946348134,23.91,30.48615,1.064197899,0.70938113,5,4.825,0.816496581,0.54256336,2,2.925,1.085188613,0.797436485,1.73,1.69975,0.12083046,0.11587682,0.27,0.97575,1.096208644,0.829280206,7.221466667,7.0990975,0.657826504,0.607743222,1.4055,4.0461975,1.094544221,0.831691471,1,2.4,0.497409326,5.1,11.3
Ba0.6K0.4Bi0.7Pb0.3O3,5,1.68,1.16,0.574525891,0.642775233,1.61,0.291,1.541750664,1.523594725,121.7208,70.89568,81.44696578,78.75785862,192.981,26.12936,1.341816052,1.418126421,3.6,4.86,1.854723699,1.732166274,5,3.52,1.460970748,0.86609703,1.9,2.659,0.975438363,1.03716585,2.62,1.9984,1.475006848,0.810281922,7.57456,10.608506,3.245728001,3.77221194,9.2774,7.823604,1.525379325,0.838110416,4,2,0.207039337,0,11.3
