formula,Tc
Ba0.47K0.53Bi0.965Pr0.035O3,2.97
Mo3Sb7,2.97
Os0.025Zr0.975,2.97
Sr0.4La0.6Bi1S2F1,2.96
Pd1Zr3,2.96
Sr1Pd1.98Pt0.02Ge2,2.96
S3Sn1Ta1,2.96
Sr1Ta2S5,2.955
Mo0.91Ti0.09,2.95
Cu0.1Ti2Se2,2.95
Mo0.913Ti0.037,2.95
Mo0.913Ti0.087,2.95
Cu0.7Zn0.3Ir2S4,2.95
Os2Zr1,2.95
Pd0.95Ni0.05H0.9,2.95
Si0.05V0.95,2.95
Cu0.1Bi2Se3,2.95
Mo0.9Re0.1,2.945
Bi0.5Sb0.5,2.94
Zr0.87Ge0.13,2.94
Rh3Bi14,2.94
Cr0.06V0.94,2.93
Ba1Pb0.5Hg0.25Bi0.25O3,2.93
La0.9Sm0.1Bi1S2F0.5O0.5,2.93
Ga1N1,2.925
Cd1Mo5S6,2.923333
Ru0.43V0.57,2.92
Hf0.654Mo0.346,2.92
Sc0.25Y0.75Ir3.6Rh0.4B4,2.92
Rh0.01Zr0.99,2.92
Sr0.5La0.5Bi1S2F1,2.92
Nb0.25V0.75N0.94,2.92
Sr1Pd1.8Rh0.2Ge2,2.92
Pd20Zr80,2.91
Ba1Pd0.2Si1.8,2.91
Ba1Pb0.9Bi0.1O3,2.91
Y5Ir4Si10,2.906667
Ba1Al1Sn1,2.9
Zr1Ru0.9Rh0.1P1,2.9
Ce1Bi3.2Pb0.8Te6,2.9
Nb2.01V0.99Au1,2.9
Si1V2.7Ru0.3,2.9
Ce1Bi3.3Pb0.7Te6,2.9
Y1.968Lu0.032Fe3Si5,2.9
Sn1Ta1S3,2.9
Y1Fe2Si2,2.9
Ta0.05Ti0.95,2.9
Pd2Hf0.5Y0.5Al1,2.9
Pb1.12Nb2Se5.12,2.9
Rh0.91Ti0.4V0.05,2.9
V2.7Ru0.3Si1,2.9
Nb0.5Re0.5,2.9
Ga0.7Pt0.3,2.9
C1Os2W3,2.9
Ga1Nb4Se8,2.9
Ba1Pd0.3Si1.7,2.9
Mg1Pt0.5Au0.5Si1,2.9
Ga7Pt3,2.9
N0.82V1,2.9
C0.78W0.22Si1,2.9
Ce1Bi3.7Pb0.3Te6,2.9
Cs1Pb0.3Bi3.7Te6,2.9
Ba8Si42Cu4,2.9
Ca1Cu0.25Si1.55,2.9
Sr1Pd2Ge2,2.892
Li0.9Mo6O17,2.891667
Hf0.8Mo0.2,2.89
Co1Sc0.125Zr1.875,2.89
La1Ni1C2,2.89
Sr1Pd1.9Pt0.1Ge2,2.89
Pd22Zr78,2.88
Ni2Zr1Ga1,2.87
Sr0.1Bi2Se3,2.87
Sn0.02V0.98,2.87
Hf1Pd2In1,2.86
Li2Pt3B0.99Al0.01,2.86
Nb0.5Os0.5,2.86
Cu1Rh1.9Sn0.1Se4,2.86
U6Mn0.5Fe0.5,2.86
Rh37Zr63,2.86
Nb1Os1,2.86
Sb0.7Sn0.3,2.85
Sn1.15Ta1S3.15,2.85
Y2Br0.25Cl1.75C2,2.85
Pb0.18Sn0.74In0.08Te1,2.85
Ta0.92W0.08,2.85
Bi14Rh3,2.85
La0.85Th0.15Bi1S2O1,2.85
Co7Y9,2.85
Nb1S3Sn1,2.85
Ti0.99Nb2.01Sb1,2.84
Cu0.05Ir1Te2,2.84
Pb0.184Sn0.736In0.08Te1,2.84
Pd23Zr77,2.84
Si2W3,2.84
Co0.032Ti0.968,2.84
Si0.4W0.6,2.84
Ba1Ni2Ge0.4P1.6,2.84
Bi1Zr3,2.84
Pt2Y1,2.835
Al0.06V0.94,2.83
Na0.32Co1H2.6O3.3,2.825
Y0.8Ca0.2C2,2.82
Cu1Co1.98Rh0.02S4,2.82
Sr1Pd1.99Pt0.01Ge2,2.82
Mg0.8Zn0.2C1Ni3,2.82
Ir0.43Rh0.52Te2,2.82
Sn0.736Pb0.184In0.08Te1,2.82
Sn0.8075Pb0.1425In0.05Te1,2.81
H0.12Ta0.88,2.81
Ce1Bi1S2F0.4O0.6,2.81
Sr0.5La0.5F1Bi1S2,2.8
Pd0.985Ni0.015H0.79,2.8
Pd2Y0.85Dy0.15Sn1,2.8
Sn0.25Ta0.25V0.5,2.8
Sr0.5Ce0.5Bi1S2F1,2.8
Nb0.9Rh0.1,2.8
Sr1Si1.7Ni0.3,2.8
Cs0.5Nb1S2,2.8
C0.42Mo1,2.8
Sr0.2Ta1S2,2.8
Ta0.25V0.75,2.8
Zr46.75Ti8.25Cu7.5Ni10Be27.5,2.8
Cu0.65Zn0.35Ir2S4,2.8
Ce1Bi3.1Pb0.9Te6,2.8
Pb4Pt1,2.8
Zn1Mo6S8,2.8
Sr1Ir2As2,2.8
Fe0.5Mn0.5U6,2.8
Pd0.4Ho1Te3,2.8
Cu1.5Co1.5S4,2.8
V2Ta1Sn1,2.8
Pb0.8Pt0.2,2.8
Mg1C1Ni2.7Ru0.3,2.8
Al1Sb1,2.8
Ba1Al0.95Si1.05,2.8
Ba8Si25Ge21,2.8
Nb3Rh0.9Pt0.1,2.8
Sn1Ta1V2,2.8
Ca1Tl1.8Pb1.2,2.8
In1.1Te1,2.8
Mo0.93Pt0.17,2.8
Be30Zr70,2.8
Nb0.9Ru0.1,2.8
Mo0.0708Ti0.9292,2.8
Na0.38Co1H2.6O3.3,2.8
Hf0.834W0.166,2.79
Ba1Ag0.4Si1.6,2.79
La0.95Y0.05Ni1C2,2.79
Cu1Co1.98Ir0.02S4,2.79
Ta0.91W0.09,2.78
Au0.12Zr0.88,2.78
Au0.1Zr0.9,2.78
Zr54.6Ti23.4Ni22,2.78
Sr0.67Pt3B2,2.78
Ni29Zr71,2.78
Pb1.16Ti2Se5.16,2.775
Re0.05Ta0.95,2.77
Pd2Y0.6Er0.4Sn1,2.77
Sn0.7598Pb0.1902In0.05Te1,2.77
Hf0.78W0.22,2.77
Sr1Pd2Si0.02Ge1.98,2.76
In0.62Tl0.38,2.76
Nb2Pd1S4Se1,2.76
P1W3,2.76
Y5Ir4Ge10,2.76
Pb0.19Sn0.76In0.05Te1,2.76
Sr0.5Ce0.5F1Bi1S2,2.755
Sn1.17Nb1S3.17,2.75
Mo4P3,2.75
Ni2As2Sr4Sc2O6,2.75
Ta1S1.8Se0.2,2.75
B2Zr1,2.75
Fe1Se0.5S0.5,2.75
Y1.9Dy0.1Fe3Si5,2.75
Mg0.47Tl0.53,2.75
Sn1Nb1S3,2.75
Mo2Zr1,2.743
Nb3Rh1,2.742333
Al0.964Ge0.036,2.74
Nb0.9Mo2.1Al1,2.73
Li2Pt3B1,2.728
Sr1Pd2Si0.04Ge1.96,2.72
Pb1.14Nb1S3.14,2.72
Mg1Mo6S7,2.72
Bi2Ir1,2.715
La1Ni1As1O1,2.71
Hf0.906Mo0.094,2.71
Cu0.1Ta1S2,2.71
Cu0.07Ir1Te2,2.71
Li0.62Rb1Ca2Nb3O10,2.705
Cu1Co1.8Cr0.2S4,2.7
Ce1Te1.82,2.7
Bi1.08S5.08Ta2,2.7
Cu1Rh1.95Se4Sn0.05,2.7
Bi2.14F0.27S2O0.73,2.7
Ce1Bi3Pb1Te6,2.7
Bi0.8Rh0.2,2.7
Cs1Pb1Bi3Te6,2.7
Ga0.1Nb1Se2,2.7
Ti0.96V0.04,2.7
Pb0.06Tl0.94,2.7
Si3W5,2.7
Bi1.08Ta2S5.08,2.7
Y1Ir1Si1,2.7
Sr1Pd2Si0.1Ge1.9,2.7
Th0.3Zr0.7,2.7
Y2Rh3Si5,2.7
Tc0.25Ti0.75,2.7
In0.95Te1,2.7
La0.8Y0.2,2.7
Re1Ge2,2.7
Pd0.03Ir0.97Te2,2.7
Ti0.36V0.54Al0.1,2.7
Nb3Rh0.9Au0.1,2.7
Nb0.375Rh0.625,2.7
Nb0.75Rh1.25,2.7
Re30Zr70,2.69
La2.58Pr0.42S4,2.69
Ir0.94Pt0.06Te2,2.69
Ba1Ni2P2,2.686667
Ir0.95Pt0.05Te2,2.683333
Y2Pd0.9Pt0.1Ge3,2.68
Zn0.025In2O3,2.68
Au1.3Pd0.7In1Y1,2.68
In3Ru1,2.68
Ce1F0.7Bi1S2O0.7,2.68
Pd0.03Ir1Te2,2.68
Ni0.05Ta1S2,2.6775
Sc1Mo6S7,2.67
Co35.38Zr64.62,2.67
Ag0.03Tl0.97,2.67
Ag1Tl1,2.67
Pb2Rh1,2.66
Nb1Pb1S3,2.66
Y1Mo6S7,2.66
Pb0.2375Sn0.7125In0.05Te1,2.66
Pd34Se11,2.66
Au2Pb1,2.6575
Na0.34Co1H2.6O3.3,2.65
Bi1.09Ta2S5.09,2.65
Ta0.75V0.25,2.65
Nb1Ru1Si1,2.65
Fe0.1Ni0.9Zr2,2.65
Sb0.02Sn0.98,2.64
Sr1Pd1.98Ag0.02Ge2,2.64
Nb1Sn2,2.64
Au1.6Pd0.4In1Y1,2.64
K1Tl1.5C4,2.63
Sb0.03V0.97,2.63
Sr1Pd1.9Ag0.1Ge2,2.62
Y2Pd0.8Pt0.2Ge3,2.62
Sn0.7127Pb0.2373In0.05Te1,2.62
Cr0.1V0.9,2.6125
Ir0.9Rh0.1Te2,2.61
Co0.02V0.98,2.61
Co0.03Zr0.97,2.61
Cu1Co1.99Rh0.01S4,2.61
Cu0.6Zn0.4Ir2S4,2.605
Ni33Zr67,2.6
Na1.5Ba6Si46,2.6
Li2Mo15Se19,2.6
Ir1Os1Y1,2.6
Mo0.94Fe0.06Ga4,2.6
Y1Ir1Os1,2.6
Sr1Pd1.86Pt0.14Ge2,2.6
Cu1Co2S4,2.6
Sr1Si1.8Ni0.2,2.6
Hf0.87Mo0.13,2.6
Au0.3Pd0.033Te0.666,2.6
Rh0.06Ti0.94,2.6
In1.15Te1,2.6
Ba1Pt0.3Si1.7,2.6
Au30Pd3.3Te66.6,2.6
Sr0.065Bi2Se3,2.6
Ag1Te3,2.6
Zr1Ru0.8Fe0.2P1,2.6
Pd27Zr73,2.6
Y3Pt4Ge6,2.6
Mo0.25Ru0.75,2.6
Be35Zr65,2.6
Bi3.95Cu0.05S3O4,2.595
Ba1Ti2Sb1.4Bi0.6O1,2.59
Ba1Ni2Ge0.2P1.8,2.59
La98Lu1.15Tb0.85,2.582
Re1,2.581333
Ni30Zr70,2.58
Sr1Pd1.94Co0.06Ge2,2.58
Ce0.02La0.98,2.58
B0.3Ru0.7,2.58
Th0.1Zr0.9,2.58
Sr1Ga0.65Si1.35,2.58
Mo0.3Nb0.7,2.575
Sn0.768Pb0.192In0.04Te1,2.57
Pd1Te1.02,2.56
Nb3Rh0.9Pd0.1,2.55
Pr1Mo6S8,2.55
Mn0.14Ti0.86,2.55
Co0.5Mn0.5U6,2.55
Ta0.5V0.5,2.54
Cd0.18Tl0.82,2.54
Nb3Rh0.98Au0.02,2.53
Ba1Cu0.5Si1.5,2.53
Au0.02Nb3Rh0.98,2.53
Pd0.3Zr0.7,2.53
Mo3.95Zr96.05,2.53
Nb3Rh0.95Pt0.05,2.53
Cu0.03Ir1Te2,2.53
La0.99Tb0.01,2.53
Be22Mo1,2.5275
Nb1Os2,2.52
Pd0.985Ni0.015H0.84,2.52
Y2Pd0.7Pt0.3Ge3,2.52
Sr1Pd1.8Ag0.2Ge2,2.52
Nb3Rh0.98Pt0.02,2.52
Nb3Rh0.95Au0.05,2.52
Nb3Pt0.02Rh0.98,2.52
In0.4Tl0.6,2.52
Au0.07Zr0.93,2.52
Bi1Nb3,2.516667
Hf0.661W0.339,2.51
Mg0.7Zn0.3C0.99Ni3,2.5
Mg1Pt1Si1,2.5
Mg0.9Mo5.1S6,2.5
Ni0.02Ta1Se2,2.5
Ru0.05Ti0.95,2.5
Mg0.7Zn0.3C1Ni3,2.5
Nb0.4Ru0.6,2.5
Nb3Rh0.98Pd0.02,2.5
Cu0.05Rh0.04Ti0.91,2.5
Cd1.3Mo6Se7.5,2.5
Li1Rh1B1.5,2.5
La1Bi1S1.6Se0.4F0.5O0.5,2.5
Li1.2Rh1B1.5,2.5
B5Nb1.8V0.2,2.5
Na2K1C60,2.5
Nb0.9Pt0.1,2.5
Y4Os6Sn19,2.5
In1Sb1Sn1,2.5
La0.75Y00.25,2.5
Ba1Nb2Se5,2.5
La0.95Y0.05F0.5Bi1S2O0.5,2.5
La0.75Y0.25,2.5
Ir0.95Pd0.05Te2,2.5
Hf0.9Mo0.1,2.5
Cr0.8Os0.2,2.5
Ba1Ti2Sb1.4Sn0.6O1,2.49
Nb3Pd0.02Rh0.98,2.49
Sn0.3361Pb0.5039In0.16Te1,2.49
Pd29Zr71,2.49
Nb3Rh0.95Pd0.05,2.49
In0.45Tl0.55,2.48
Sr0.062Bi2Se3,2.48
Co35Zr65,2.48
Pb1Se1Eu1S1,2.48
Rh0.02Ti0.98,2.465
Bi1Li1,2.4625
Pb1Nb1S3,2.46
Y2Pd0.6Pt0.4Ge3,2.46
Ca1Al0.74Si1.26,2.46
Ir2.5Sc1,2.46
Ba1Ni2Ge0.6P1.4,2.45
Cu0.95Se2Zn0.05,2.45
K1Tl1.5C8,2.45
Nb0.38Re0.62,2.44
Nb3Rh0.9Ru0.1,2.44
Ni31Zr69,2.44
Ni36.5Zr63.5,2.44
Rh41Zr59,2.44
Nb6Sn5,2.435
Ir0.02Nb3Rh0.98,2.43
Nb0.4Re0.6,2.43
Nb3Rh0.98Ir0.02,2.43
Sr1Pt1As1,2.425
Nb3Rh0.98Os0.02,2.42
Y2Pd0.5Pt0.5Ge3,2.42
Nb3Os0.02Rh0.98,2.42
Nb3Rh0.95Ru0.05,2.42
Nb3Rh0.98Ru0.02,2.42
In0.005Tl0.995,2.418
Cu0.1Ir1Te2,2.41
Cu0.55Zn0.45Ir2S4,2.41
Pd2Y0.95Gd0.05Sn1,2.41
Pd2Sc1Pb1,2.4
Cd1Mo6Se8,2.4
Yb0.2Mo1S2,2.4
Y1Ir1.5Os0.5,2.4
Ni2Zr0.85Nb0.15Ga1,2.4
Pd2Hf1In1,2.4
Rh0.02Zr0.98,2.4
Ge1.62Y1,2.4
Sm1.2Mo6S8,2.4
Mo6Te5I3,2.4
Zr55Co30Al15,2.4
Nb0.05Rh0.04Ti0.91,2.4
Bi6S5O8,2.4
Ir1.5O0.5Y1,2.4
Mn0.05Rh0.04Ti0.91,2.4
Re0.15W0.85,2.4
Y0.7Ca0.3C2,2.4
Ba1Ga1Ge1,2.4
O0.03V0.97,2.4
Cu0.06Ti1Se2,2.396667
Ir0.85Rh0.15Te2,2.39
Nb3Rh0.95Os0.05,2.39
Ir0.92Pt0.08Te2,2.385
Hf0.909W0.091,2.38
Ir0.05Nb3Rh0.95,2.38
Nb3Rh0.95Ir0.05,2.38
Au0.2Sn0.8,2.38
Sn0.798Ge0.042In0.16Te1,2.36
Ti0.595V0.255Al0.15,2.36
Al0.08V0.92,2.36
Bi1.1Nb1Se3.1,2.36
La0.8Hf0.2Bi1S2O1,2.36
Pd1Zr2,2.36
As1Nb3,2.353333
Rh2Ta3,2.35
Rh0.4Ta0.6,2.35
La0.8Ti0.2Bi1S2O1,2.35
Ge3Y1,2.35
Ce0.2Nd0.8F0.3Bi1S2O0.7,2.35
Ag1In2,2.35
Y0.6Tb0.4Ni2B2C1,2.346667
Pd31Zr69,2.34
Hf0.96Rh0.04,2.34
Ce0.2Nd0.8Bi1S2F0.3O0.7,2.33
Mn0.025Ti0.975,2.33
Sn0.756Ge0.084In0.16Te1,2.32
Ba1Hg1,2.32
Ag0.94Tl0.06,2.32
Ir0.37Nb0.63,2.316667
Ni40Zr60,2.31
Fe0.15Ni0.85Zr2,2.31
Ba1Ti2Sb1.6Sn0.4O1,2.31
Nb0.62Pt0.38,2.31
Li2B1Pd0.9Pt2.1,2.31
Te3Zr1,2.308333
Rh0.04Ta0.05Ti0.91,2.3
Ta1Ge2,2.3
Re0.05Rh0.04Ti0.91,2.3
Pd2Y1Pb1,2.3
Ca1Cu0.33Si1.67,2.3
N0.75V1,2.3
Nb2Se3,2.3
Y2Cl2C2,2.3
Pd2.8Se1,2.3
Pd5Se2,2.3
Ir0.265O0.085Zr0.65,2.3
Sr1Si1.9Ni0.1,2.3
Ta2Zr1,2.3
C1Ta0.2Zr0.8,2.3
Nb3Rh0.9Os0.1,2.3
Cd0.17Tl0.83,2.3
Au1Pd1In1Y1,2.3
Be5Pt1,2.3
Ca1Pt1Si3,2.3
C3Na1,2.3
Ni2Zr0.7Nb0.3Ga1,2.3
Ir0.1Nb0.9,2.3
Ir0.265O0.035Ti0.65,2.3
Be2Nb3,2.3
Ce1Bi1S2F0.45O0.55,2.295
As2Cd1Sn1,2.29
Cr0.33Re0.67,2.29
La0.9Y0.1Ni1C2,2.29
Sn0.6646Pb0.2854In0.05Te1,2.28
Rh0.88Ru0.12Se2,2.28
Mo0.15V0.85,2.28
Co0.02Nb3Rh0.98,2.28
Ba8Si23Ge23,2.28
Nb3Rh0.98Co0.02,2.28
Pd1Te1.04,2.28
Au1.8Pd0.2In1Y1,2.27
Hf1Os2,2.27
Y2Pd1Si2.25C0.75,2.27
Rb0.33W1O3,2.27
Ba1Pt2As2,2.2625
Nb0.85Pd0.15,2.26
Y2Pd0.3Pt0.7Ge3,2.26
Cu60Sn40,2.26
Ce1Bi1S2F0.33O0.67,2.25
Sn0.776Pb0.194In0.03Te1,2.25
Bi1Na1,2.25
Pd1.75Te2,2.25
Ir0.34Nb0.66,2.25
Bi0.57Sn0.43,2.25
Co0.5Rh0.5Si2,2.25
Bi2Y3,2.25
Pd32Zr68,2.24
Cu0.055Ti1Se2,2.24
Y2Pd1Ge2Si1,2.24
Nb2Pd1S3.75Se1.25,2.23
Sn0.714Ge0.126In0.16Te1,2.23
Ru2Y1,2.23
Re0.83Ru0.17,2.23
Ga9Ir2,2.225
Cu1Se2,2.22375
La0.7Ti0.3Bi1S2O1,2.22
Y1Os1B2,2.22
Au1V3,2.2192
Sn0.84In0.16Te1,2.2175
Pd1.5Te2,2.21
In1Te1,2.206
Pd0.67Se0.33,2.2
Yb0.2W1Se2,2.2
Y2Pd1Si2C1,2.2
Li0.3O3W1,2.2
Sn0.75Ag0.25Te1,2.2
Y1Pd2Al3,2.2
Re24Sc5,2.2
Pd2Se1,2.2
Re0.6V0.4,2.2
Pd1.25Te2,2.2
Os0.15W0.85,2.2
Ba1Ti2Sb1.8Sn0.2O1,2.2
Ba1Ti2Sb1.7Sn0.3O1,2.2
Y0.92Gd0.08Ru2,2.2
La0.84Pr0.16,2.2
La0.55Lu0.45,2.2
Cu1.75Co1.25S4,2.2
Bi1Re2,2.2
Ge2Hf1,2.2
Au0.41Ge0.59,2.2
Lu1Mo6S8,2.2
Nb0.83Pd0.17,2.2
Na0.33Co1H2.6O3.3,2.2
Hf1V2H1.6,2.2
La3Ni4P4O2,2.2
Cu1S1.8Se0.2,2.2
Y4Ir6Sn19,2.2
Cu0.5Zn0.5Ir2S4,2.195
Zr1Pd2In1,2.19
La1Bi1S1.8Se0.2F0.5O0.5,2.19
Rh43Zr57,2.18
Ge1Mo3,2.1792
Ir0.7Y0.3,2.16
Na0.23W1O3,2.16
Eu0.011La0.989,2.16
Sn0.552Pb0.368In0.08Te1,2.16
Ge0.23Mo0.77,2.16
Cr0.4Re0.6,2.15
Pd0.02Ir1Te2,2.15
Be2Nb1,2.15
Eu0.012La0.988,2.15
Sn0.85Ag0.15Te1,2.15
Sc1Pd2Sn1,2.145
Te3Tl5,2.144
Mg1C1Ni2.6Ru0.4,2.14
Y2Pt1Ge3,2.14
B1W2,2.133333
Ta1V2,2.133333
Cu1Co1.95Ir0.05S4,2.13
Fe0.33Ni0.67Zr2,2.13
Fe0.2Ni0.8Zr2,2.13
Sr0.58La0.42Bi1S2F1,2.13
Hf0.915Mo0.085,2.13
Ir1Zr3,2.13
Mo0.16U0.84,2.121
Li2Pt3B0.95Al0.05,2.12
La0.6Th0.4Bi1S2O1,2.12
Ru0.42V0.58,2.12
Ge2Rh3,2.12
Ge2Rh5,2.12
Ge3Rh5,2.12
Mo3.29Zr96.71,2.12
Y3Ru4Ge13,2.116667
Mo0.18U0.82,2.115333
Mo0.2U0.8,2.113
Hf0.93Mo0.07,2.11
Ag2In1,2.11
Cu19.8Zr79.2Mn1,2.11
Ni0.03V0.97,2.11
Ba1Cu0.4Si1.6,2.11
Pd1Te1.06,2.11
La98Lu1Tb1,2.108
U0.85Mo0.15,2.105
Mo3Sb4,2.1
Pd34Zr66,2.1
Y1Rh1Sb1,2.1
Pt1Sb1,2.1
Sr1Pd1Ni1Ge2,2.1
Pd2Zr0.9Nb0.1Al1,2.1
Y1.2Mo6S8,2.1
Ga3Sc1,2.1
K0.1W1O2.9F0.1,2.1
K2Mo15Se19,2.1
Sr1Pt2Sb2,2.1
Nb3Pd0.7Se7,2.1
Pd2Sc1Sn1,2.1
Be40Zr60,2.1
Cs0.1Li0.1W1O2.8F0.2,2.1
Al1Pd1Mo6,2.1
Ba1Ir2P2,2.1
Se3Ta1,2.1
C1Ir2W3,2.1
Ca3Rh4Ge13,2.1
Cr0.6Ru0.4,2.1
Al1Mo6Pd1,2.1
Fe0.5Ni0.5U6,2.1
Pd0.285Zr0.61O0.105,2.09
Pt0.43W0.57,2.09
Ru2Sc1,2.09
K0.38W1O3,2.09
Ir0.7Rh0.3Te2,2.09
O0.105Pd0.285Zr0.61,2.09
Ca1Ni1B1N1,2.08
Re0.075Ta0.925,2.08
La0.85Y0.15Ni1C2,2.08
Ca10Bi9.88,2.075
O3Tl0.03W1,2.07
Mo0.22U0.78,2.06
Sn0.8549Pb0.0951In0.05Te1,2.06
Ru2Zr1,2.053333
Ir0.99Pt0.01Te2,2.05
Nb0.25Sb0.25Ti0.5,2.05
Ta1Se1.4Te0.6,2.05
Ti0.18V0.72Al0.1,2.05
La0.8Th0.2Bi1S2O1,2.046
Ca1Tl3,2.04
C0.848Ta1,2.04
Fe0.36Ni0.64Zr2,2.04
Bi1Rh1,2.04
Au0.27Tl0.73,2.04
Zr1Ir1Si1,2.04
In0.91Te1,2.04
Pd0.7Se0.3,2.04
La0.7Th0.3Bi1S2O1,2.04
Nb0.6Pd0.4,2.035
Co3Y4,2.033333
N0.7V1,2.03
Cs2Cr3As3,2.025
In0.11O3W1,2.025
Cr2Ru1,2.02
C1Ru1,2.02
Fe0.3Ni0.7Zr2,2.02
Mo0.14U0.86,2.02
Re0.98Rh0.02,2.014
Nb0.18U0.82,2.011
Nb0.67Pb1S3Ta0.33,2.01
W0.801Zr0.199,2.01
Ta0.03Zr0.97,2.01
Nb0.22U0.78,2.01
Nb0.2U0.8,2.009
Rb0.1Li0.1W1O2.8F0.2,2
Mo0.04Ti0.96,2
Na0.45Co1H2.6O3.3,2
Re1Y1Os1,2
Rh0.04Ti0.96,2
Nb2As1C1,2
Ni45Zr55,2
Os1Re1Y1,2
P1Sn1,2
Y1Os1Re1,2
Ni2Zr0.5Nb0.5Ga1,2
Ta1Se3,2
Rh0.91Ti0.09,2
Tl0.3W1O3,2
V0.745Sb0.208Al0.025,2
Sc1Rh2Sn1,2
Rh1Ta1,2
Pd0.2Ho1Te3,2
Pd0.24Ti0.76,2
Cu0.06Ti2Se2,2
Nb3P1,2
Ga6Y1,2
Cs1I1,2
Cr1Ru2,2
Cu1.2Co1.8S4,2
Ba1Pd2As2,2
C6Ir4O2,2
Cs0.3W1O3,2
Na0.4Co1H2.6O3.3,2
Au1Sc1,2
Au0.3Te0.7,1.99
Tl1,1.989218
B3Ru7,1.986667
Ni1Zr2,1.981667
Nb0.222U0.778,1.98
Nb0.8Pd0.2,1.98
C0.04Re0.96,1.98
Pt0.035W0.965,1.98
Ir0.69Y0.31,1.98
Ni0.3Th0.7,1.98
O3Rb0.27W1,1.98
Pd35Zr65,1.98
In1N1,1.975
Mo1Rh1,1.97
Mo0.3U0.7,1.97
Ir0.02Re0.98,1.968
Bi4Rh1,1.966667
Na2Rb1C60,1.966667
I4Sn1,1.96
Ti2.01Nb0.99Sb1,1.96
Al0.1V0.9,1.96
Au0.28Te0.72,1.96
Nb3Rh0.95Co0.05,1.96
Ti0.85V0.15,1.95
Sn0.67Ag0.33Te1,1.95
Hf0.8Rh0.2,1.95
Sn0.6Ag0.4Te1,1.95
Tm1.2Mo6S8,1.95
Ti0.5Nb0.25Sb0.25,1.95
Ta0.85W0.15,1.95
Nb0.83Sb0.17,1.95
Lu1.2Mo6S8,1.95
Os1Ta1,1.95
Ag0.05Rh0.04Ti0.91,1.95
Y1Ir2Si2,1.949167
Nb3Se4,1.9425
Y1In0.75Pb2.25,1.94
B1Ta0.5W1.5,1.94
Re0.9865Ru0.0135,1.937
Re0.9467Os0.0533,1.934
S2Ta1,1.933333
Sn0.672Ge0.168In0.16Te1,1.93
Pd0.12Ti1Se2,1.93
Os0.058Re0.942,1.93
Os0.06Re0.94,1.93
Ga9Rh2,1.925
Ni19.75Zr79Mn1.25,1.92
Os0.046Re0.954,1.92
Cu1Rh1.78Sn0.22Se4,1.92
Ir0.88Pt0.12Te2,1.92
Au1Tl1,1.92
Os0.065Re0.935,1.92
Mo0.5Rh0.5,1.91
U0.88Mo0.12,1.91
C2Li1,1.9
In1Y1Au2,1.9
Ba0.13O3W1,1.9
Nb0.76Pd0.24,1.9
Ba0.13W1P3,1.9
Ga2Pt1,1.9
Hf0.9Rh0.1,1.9
Ni0.06Ta1S2,1.9
Nb3Rh0.9Co0.1,1.9
Ge1Nb2,1.9
Sn3Zr5,1.9
Rb0.27W1O3,1.9
Sc4Rh6Ge19,1.9
Sn0.35Te0.65,1.9
Sn0.95In0.038Te1,1.9
S1Y1,1.9
Sn0.915In0.073Te1,1.9
K0.8Fe2Se0.42S1.58,1.9
Mn0.02Ti0.98,1.9
Cr0.055V0.945,1.89
Nb0.72Pd0.28,1.89
Pd1Te2.1,1.89
Pd0.95Te2,1.89
Au0.332Te0.668,1.89
Ru0.77Rh0.23As1,1.88
Pd1Te1.08,1.88
Y0.5La0.5Rh3B2,1.88
Ba0.35K0.65Bi1O3,1.88
Os0.084Re0.916,1.88
C8K1Hg1,1.88
Os8.33Re91.67,1.876
Ba1Pt1Si3,1.875
Pb0.987Tl0.0125Na0.005Te1,1.87
Zr2Co0.3Ni0.7,1.87
La0.2Th0.8,1.87
Nb2Pd1S3.5Se1.5,1.87
Sn0.63Ge0.21In0.16Te1,1.87
K1Hg1C8,1.864
Sn0.8Ag0.2Te1,1.863333
Nb0.5V0.5N0.94,1.86
Ta0.84W0.16,1.86
Nb0.67V0.33N0.94,1.86
Li2B1Pt3,1.86
Nb0.005Zr0.995,1.86
Sn0.04V0.96,1.86
B1I3,1.86
Dy1.2Mo6S8,1.856667
H0.81Pd1,1.855
Pd1Te2.3,1.85
Fe0.5Ni0.5Zr2,1.85
Pd0.87Te2,1.85
Pb3Sr1,1.85
Nb0.26U0.74,1.85
Mo0.1U0.9,1.85
Mo0.12U0.88,1.85
Sn0.961In0.027Te1,1.85
Au0.25Te0.75,1.85
Bi3Ca1,1.85
La0.7Y0.3,1.85
Li1Cu2P2,1.85
Al6Re1,1.85
Os2.76Re97.24,1.844
Nb0.65Pd0.35,1.84
Os0.0275Re0.9725,1.84
Re0.994W0.006,1.84
Nb0.69Pd0.31,1.84
Nb0.6Os0.4,1.84
As1Cr1,1.838
Ba1Pt2Sb2,1.835
Sn0.87Ag0.1Te1,1.83
Re2Y1,1.83
Re0.67Y0.33,1.83
As1,1.825
Pd0.11Ti1Se2,1.82
Al0.108V0.892,1.82
Cu0.12Ta1S2,1.82
B1Mo1.5Ta0.5,1.815
Ir0.49Mo0.51,1.81
Os0.02Re0.98,1.807
C1Ir2Mo3,1.8
Mo0.025Ti0.975,1.8
K0.2Fe2S2,1.8
Ir3Te8,1.8
Cd1Mo6S8,1.8
